                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.7449,                0.84239,                0.87006,                0.87745,                0.71539,                0.80299,                0.38118,                 1.6234,                0.73041,                0.87344,              0.0038224,              0.0038224,              0.0038224
                    158,                 1.7307,                0.83003,                0.86774,                0.88397,                0.71069,                0.80794,                0.38049,                 1.6217,                0.73366,                0.87512,              0.0037828,              0.0037828,              0.0037828
                    159,                 1.6882,                0.82296,                0.87485,                 0.8768,                0.71764,                0.80837,                0.38353,                 1.6129,                0.72883,                0.87455,              0.0037432,              0.0037432,              0.0037432
                    160,                 1.6886,                0.82314,                  0.864,                0.87014,                0.72768,                0.81113,                0.38413,                 1.6132,                0.73448,                0.87422,              0.0037036,              0.0037036,              0.0037036
                    161,                  1.704,                0.84153,                0.86285,                0.88181,                 0.7298,                 0.8137,                0.38445,                 1.6059,                0.72899,                0.87223,               0.003664,               0.003664,               0.003664
                    162,                 1.7107,                0.82332,                0.87348,                0.88306,                0.72068,                0.80769,                 0.3832,                 1.6018,                0.72729,                0.87238,              0.0036244,              0.0036244,              0.0036244
                    163,                 1.7083,                0.81119,                0.87923,                0.88359,                0.71981,                0.81182,                0.38444,                 1.6033,                0.72012,                0.87383,              0.0035848,              0.0035848,              0.0035848
                    164,                 1.6926,                0.81491,                0.86728,                0.88338,                0.71402,                0.80555,                0.38263,                  1.611,                0.72511,                0.87422,              0.0035452,              0.0035452,              0.0035452
                    165,                 1.6738,                0.81174,                0.86214,                0.88629,                0.71781,                0.81058,                0.38521,                  1.604,                0.72229,                0.87321,              0.0035056,              0.0035056,              0.0035056
                    166,                 1.6864,                0.82022,                0.86367,                0.88258,                0.71833,                0.80854,                0.38223,                 1.6116,                0.72516,                0.87421,               0.003466,               0.003466,               0.003466
                    167,                 1.7039,                0.81519,                0.86485,                0.88963,                 0.7146,                0.80636,                0.38616,                    1.6,                0.72503,                0.87307,              0.0034264,              0.0034264,              0.0034264
                    168,                 1.7156,                0.81818,                0.86096,                0.89384,                0.71025,                0.80496,                0.38413,                 1.5947,                0.72211,                0.87226,              0.0033868,              0.0033868,              0.0033868
                    169,                 1.7187,                0.81715,                0.87428,                0.89547,                0.71079,                0.80596,                0.38784,                 1.5879,                0.72181,                0.87142,              0.0033472,              0.0033472,              0.0033472
                    170,                 1.6874,                0.82555,                0.86027,                0.88886,                0.71915,                0.80876,                0.38523,                 1.5826,                0.71839,                0.87221,              0.0033076,              0.0033076,              0.0033076
                    171,                 1.7058,                0.81984,                0.86001,                0.87867,                 0.7267,                 0.8149,                0.39035,                 1.5772,                0.71582,                0.87105,               0.003268,               0.003268,               0.003268
                    172,                 1.6743,                0.79442,                0.87273,                0.88949,                0.71329,                0.81116,                 0.3878,                 1.5899,                0.71491,                0.87188,              0.0032284,              0.0032284,              0.0032284
                    173,                  1.698,                0.81464,                0.87825,                0.89272,                0.71416,                0.80976,                0.39081,                 1.5846,                0.71391,                0.87287,              0.0031888,              0.0031888,              0.0031888
                    174,                 1.7107,                0.81305,                0.86706,                 0.8975,                0.71199,                0.81103,                0.38775,                  1.581,                0.71095,                0.87257,              0.0031492,              0.0031492,              0.0031492
                    175,                 1.6838,                0.81284,                0.86003,                0.88065,                0.72441,                0.81107,                0.39017,                  1.575,                0.70935,                0.87231,              0.0031096,              0.0031096,              0.0031096
                    176,                 1.6768,                0.80214,                0.86757,                0.89642,                 0.7159,                 0.8113,                0.39002,                 1.5652,                0.70478,                0.87172,                0.00307,                0.00307,                0.00307
                    177,                 1.6831,                0.81472,                0.86237,                0.88727,                0.72144,                0.81348,                0.39238,                  1.567,                0.71155,                0.87203,              0.0030304,              0.0030304,              0.0030304
                    178,                 1.6597,                0.81458,                0.86057,                0.88615,                 0.7236,                 0.8125,                 0.3953,                  1.557,                0.70561,                0.86939,              0.0029908,              0.0029908,              0.0029908
                    179,                 1.6696,                 0.8051,                0.86747,                 0.8902,                0.72111,                0.81272,                0.39027,                 1.5671,                0.70189,                 0.8681,              0.0029512,              0.0029512,              0.0029512
                    180,                 1.6878,                0.79272,                0.86214,                0.89198,                0.72415,                0.81559,                0.39201,                 1.5657,                0.70328,                0.86776,              0.0029116,              0.0029116,              0.0029116
                    181,                 1.6345,                0.78753,                0.85692,                0.89178,                0.72311,                0.81693,                0.39179,                 1.5711,                0.70486,                 0.8681,               0.002872,               0.002872,               0.002872
                    182,                 1.6501,                0.78298,                0.86199,                0.88923,                0.72676,                 0.8144,                0.38821,                  1.571,                0.70473,                0.86901,              0.0028324,              0.0028324,              0.0028324
                    183,                 1.6966,                0.82645,                0.86487,                0.88405,                0.72372,                0.81039,                0.38908,                 1.5603,                0.70192,                0.86981,              0.0027928,              0.0027928,              0.0027928
                    184,                 1.6557,                0.77294,                0.85713,                0.88867,                0.72459,                0.81829,                0.39192,                 1.5587,                0.70427,                0.87096,              0.0027532,              0.0027532,              0.0027532
                    185,                 1.6674,                0.78308,                0.86119,                0.89929,                0.72285,                0.81813,                0.39088,                 1.5749,                0.70332,                0.87035,              0.0027136,              0.0027136,              0.0027136
                    186,                 1.6592,                0.79733,                0.86114,                0.89381,                0.72398,                0.81544,                0.38952,                 1.5723,                0.70885,                0.86958,               0.002674,               0.002674,               0.002674
                    187,                 1.6563,                0.78134,                0.85983,                0.89233,                0.72004,                0.81383,                0.38897,                 1.5686,                0.70386,                0.86865,              0.0026344,              0.0026344,              0.0026344
                    188,                 1.6469,                0.78139,                 0.8638,                 0.8968,                0.72198,                 0.8153,                0.38958,                 1.5683,                0.70254,                0.86797,              0.0025948,              0.0025948,              0.0025948
                    189,                 1.6602,                0.79184,                0.86048,                0.89211,                0.72559,                0.81624,                 0.3894,                 1.5674,                0.70342,                0.86806,              0.0025552,              0.0025552,              0.0025552
                    190,                 1.6492,                0.79111,                  0.863,                0.88412,                0.72915,                0.81377,                0.39158,                 1.5567,                0.69785,                0.86706,              0.0025156,              0.0025156,              0.0025156
                    191,                 1.6456,                0.78328,                0.85741,                0.88714,                0.73072,                0.81412,                0.39103,                 1.5533,                0.69558,                0.86731,               0.002476,               0.002476,               0.002476
                    192,                 1.6342,                0.78359,                0.86191,                0.88965,                0.72494,                0.81634,                 0.3925,                 1.5569,                0.69636,                0.86729,              0.0024364,              0.0024364,              0.0024364
                    193,                 1.6405,                 0.7658,                0.86002,                0.89126,                0.72763,                0.81596,                0.39496,                 1.5651,                0.69514,                0.86817,              0.0023968,              0.0023968,              0.0023968
                    194,                 1.6504,                0.77672,                0.86493,                0.88408,                0.73154,                0.81801,                0.39599,                 1.5591,                0.69048,                0.86646,              0.0023572,              0.0023572,              0.0023572
                    195,                 1.6298,                0.76562,                0.85498,                0.88277,                0.73023,                0.81749,                0.39569,                 1.5578,                0.69141,                0.86667,              0.0023176,              0.0023176,              0.0023176
                    196,                 1.6121,                 0.7669,                0.85165,                0.88139,                0.73458,                0.81765,                0.39718,                 1.5517,                0.69308,                0.86595,               0.002278,               0.002278,               0.002278
                    197,                 1.6332,                0.78287,                0.85423,                  0.885,                0.72208,                0.81484,                0.39857,                 1.5443,                0.69181,                0.86593,              0.0022384,              0.0022384,              0.0022384
                    198,                 1.6102,                0.75704,                0.85222,                0.87726,                0.72961,                0.81537,                0.39653,                 1.5406,                 0.6889,                0.86618,              0.0021988,              0.0021988,              0.0021988
                    199,                 1.6001,                 0.7623,                 0.8611,                0.87629,                0.73154,                0.81649,                0.39666,                 1.5484,                0.69175,                0.86691,              0.0021592,              0.0021592,              0.0021592
                    200,                 1.6277,                0.76436,                0.85626,                 0.8854,                0.72806,                0.81798,                0.39978,                  1.543,                0.68689,                0.86618,              0.0021196,              0.0021196,              0.0021196
                    201,                  1.607,                0.76876,                 0.8537,                0.88802,                 0.7285,                0.81723,                0.40096,                 1.5449,                0.69144,                0.86661,                0.00208,                0.00208,                0.00208
                    202,                 1.6072,                0.76846,                0.85609,                0.88987,                0.72502,                0.81551,                0.40083,                 1.5434,                0.68744,                0.86626,              0.0020404,              0.0020404,              0.0020404
                    203,                 1.6181,                0.77588,                0.84579,                0.88712,                 0.7311,                0.81881,                0.39923,                 1.5461,                0.68808,                0.86723,              0.0020008,              0.0020008,              0.0020008
                    204,                 1.6209,                0.76708,                0.86636,                0.89292,                0.72811,                0.81885,                    0.4,                  1.544,                0.69155,                0.86715,              0.0019612,              0.0019612,              0.0019612
                    205,                 1.5994,                0.75081,                 0.8616,                 0.8925,                0.72849,                0.81867,                0.39882,                 1.5446,                0.69194,                0.86727,              0.0019216,              0.0019216,              0.0019216
                    206,                 1.6019,                0.75004,                0.85489,                0.89596,                0.72577,                0.81552,                0.39816,                 1.5459,                 0.6948,                0.86714,               0.001882,               0.001882,               0.001882
                    207,                 1.5832,                0.74425,                 0.8578,                0.89288,                0.72421,                 0.8139,                0.39914,                 1.5465,                 0.6961,                0.86686,              0.0018424,              0.0018424,              0.0018424
                    208,                 1.6076,                0.74468,                0.85769,                0.89129,                0.72546,                0.81632,                0.39888,                 1.5542,                 0.6992,                0.86676,              0.0018028,              0.0018028,              0.0018028
                    209,                 1.6132,                0.75844,                0.84851,                0.89536,                0.72484,                0.81619,                0.39975,                 1.5533,                0.69354,                0.86628,              0.0017632,              0.0017632,              0.0017632
                    210,                 1.5715,                0.74492,                0.84871,                0.89764,                0.72502,                0.81644,                0.40037,                 1.5545,                0.69262,                0.86712,              0.0017236,              0.0017236,              0.0017236
                    211,                 1.6175,                0.76328,                0.84577,                0.89265,                0.72198,                0.81314,                0.39997,                 1.5592,                0.69025,                0.86737,               0.001684,               0.001684,               0.001684
                    212,                 1.5679,                0.73368,                0.84966,                0.89015,                0.72546,                0.81574,                0.40094,                 1.5583,                0.68839,                0.86736,              0.0016444,              0.0016444,              0.0016444
                    213,                 1.5946,                0.74658,                0.85352,                0.88817,                0.73023,                0.81909,                0.40237,                 1.5505,                0.68282,                0.86766,              0.0016048,              0.0016048,              0.0016048
                    214,                  1.595,                0.75625,                 0.8534,                0.89304,                0.72903,                0.81888,                0.40037,                 1.5503,                0.68387,                0.86629,              0.0015652,              0.0015652,              0.0015652
                    215,                  1.561,                0.73808,                0.84739,                0.89269,                 0.7298,                0.81899,                0.40179,                 1.5457,                0.68395,                0.86596,              0.0015256,              0.0015256,              0.0015256
                    216,                 1.5728,                0.72804,                0.84967,                0.89262,                 0.7298,                0.82015,                0.40234,                  1.543,                0.68144,                0.86546,               0.001486,               0.001486,               0.001486
                    217,                 1.5925,                0.75136,                0.84905,                0.89169,                0.73067,                  0.819,                0.40248,                 1.5462,                0.68367,                0.86576,              0.0014464,              0.0014464,              0.0014464
                    218,                 1.5615,                0.74736,                0.84888,                0.88813,                0.73067,                0.81884,                0.40176,                 1.5457,                 0.6853,                0.86607,              0.0014068,              0.0014068,              0.0014068
                    219,                 1.5579,                0.74307,                0.85238,                0.89115,                0.73719,                0.82178,                0.40209,                 1.5414,                0.68466,                0.86537,              0.0013672,              0.0013672,              0.0013672
                    220,                 1.5561,                0.72566,                0.84836,                0.89302,                0.73501,                0.82222,                0.40247,                 1.5398,                0.68325,                0.86507,              0.0013276,              0.0013276,              0.0013276
                    221,                 1.5971,                0.76217,                0.85246,                0.88648,                0.73719,                0.82228,                0.40132,                 1.5384,                0.68004,                 0.8651,               0.001288,               0.001288,               0.001288
                    222,                 1.5815,                0.74558,                0.85085,                0.88623,                0.73427,                0.81972,                0.40187,                 1.5393,                0.68113,                0.86552,              0.0012484,              0.0012484,              0.0012484
                    223,                 1.5826,                0.74603,                0.85108,                0.88484,                0.73432,                0.82023,                0.40265,                 1.5379,                0.68467,                  0.866,              0.0012088,              0.0012088,              0.0012088
                    224,                 1.5489,                 0.7269,                0.84504,                0.88928,                0.73271,                0.82308,                0.40438,                 1.5395,                0.68771,                0.86616,              0.0011692,              0.0011692,              0.0011692
                    225,                 1.5849,                0.73241,                0.85288,                0.88724,                0.73491,                 0.8233,                0.40353,                 1.5384,                0.68646,                0.86577,              0.0011296,              0.0011296,              0.0011296
                    226,                 1.5414,                0.73357,                0.84459,                0.89062,                0.73892,                0.82553,                0.40267,                 1.5367,                0.68514,                0.86612,                0.00109,                0.00109,                0.00109
                    227,                 1.5552,                0.73126,                0.84487,                0.89087,                0.73758,                0.82433,                0.40164,                 1.5355,                0.68628,                0.86619,              0.0010504,              0.0010504,              0.0010504
                    228,                 1.5481,                0.70987,                0.84954,                0.89051,                0.73845,                0.82479,                0.40399,                 1.5333,                  0.684,                0.86584,              0.0010108,              0.0010108,              0.0010108
                    229,                 1.5471,                0.71693,                0.84089,                 0.8922,                0.73703,                0.82475,                0.40356,                 1.5354,                0.68298,                0.86634,              0.0009712,              0.0009712,              0.0009712
                    230,                 1.5354,                0.71683,                0.84372,                0.89185,                0.73719,                0.82417,                0.40451,                 1.5378,                0.68421,                0.86672,              0.0009316,              0.0009316,              0.0009316
                    231,                  1.533,                 0.7043,                0.84468,                0.88666,                0.73743,                0.82491,                0.40355,                 1.5375,                0.68306,                0.86619,               0.000892,               0.000892,               0.000892
                    232,                  1.526,                0.71043,                0.84171,                0.88659,                0.73695,                0.82431,                0.40401,                 1.5435,                0.68353,                0.86598,              0.0008524,              0.0008524,              0.0008524
                    233,                 1.5151,                0.69856,                0.84241,                0.88559,                0.73719,                0.82589,                0.40358,                 1.5437,                0.68365,                0.86622,              0.0008128,              0.0008128,              0.0008128
                    234,                 1.5108,                0.70406,                0.84189,                0.88568,                0.73632,                0.82539,                0.40422,                 1.5392,                0.68213,                0.86598,              0.0007732,              0.0007732,              0.0007732
                    235,                  1.492,                0.69473,                0.84138,                0.89147,                0.73328,                0.82542,                0.40313,                 1.5392,                0.68305,                0.86583,              0.0007336,              0.0007336,              0.0007336
                    236,                   1.53,                 0.7108,                0.84198,                0.89194,                0.73328,                0.82423,                0.40245,                 1.5422,                0.68149,                0.86603,               0.000694,               0.000694,               0.000694
                    237,                 1.5132,                0.70034,                0.84036,                0.89362,                 0.7335,                0.82503,                0.40276,                 1.5433,                0.68046,                0.86582,              0.0006544,              0.0006544,              0.0006544
                    238,                 1.5172,                0.69788,                  0.844,                0.89139,                0.73545,                0.82372,                0.40329,                 1.5436,                0.67941,                0.86674,              0.0006148,              0.0006148,              0.0006148
                    239,                 1.4955,                 0.7029,                0.84093,                0.89096,                0.73458,                0.82472,                0.40438,                  1.543,                0.67874,                0.86654,              0.0005752,              0.0005752,              0.0005752
                    240,                 1.5231,                0.71515,                0.83809,                0.88604,                0.73633,                 0.8243,                0.40354,                 1.5418,                0.67924,                0.86679,              0.0005356,              0.0005356,              0.0005356
                    241,                 1.4865,                0.69786,                0.82977,                0.88996,                0.73777,                0.82515,                0.40344,                 1.5449,                0.68154,                0.86682,               0.000496,               0.000496,               0.000496
                    242,                 1.5018,                0.69574,                0.83277,                0.89206,                0.73595,                0.82532,                0.40423,                 1.5431,                0.68022,                0.86609,              0.0004564,              0.0004564,              0.0004564
                    243,                 1.4731,                0.69078,                0.83234,                0.89746,                0.73381,                0.82682,                0.40493,                 1.5447,                0.68095,                0.86613,              0.0004168,              0.0004168,              0.0004168
                    244,                 1.4887,                0.68011,                0.83331,                0.89684,                0.73269,                0.82612,                0.40529,                 1.5456,                0.67978,                0.86614,              0.0003772,              0.0003772,              0.0003772
                    245,                 1.4832,                0.70619,                0.83077,                0.89894,                0.73241,                0.82701,                0.40501,                 1.5436,                0.68311,                  0.866,              0.0003376,              0.0003376,              0.0003376
                    246,                 1.4749,                0.69229,                0.83455,                0.89883,                 0.7294,                0.82614,                0.40513,                 1.5416,                 0.6816,                0.86645,               0.000298,               0.000298,               0.000298
                    247,                 1.4758,                  0.684,                0.82615,                0.89595,                0.73023,                0.82578,                0.40456,                 1.5417,                0.68163,                0.86647,              0.0002584,              0.0002584,              0.0002584
                    248,                 1.4701,                0.67908,                0.82675,                0.89766,                0.72806,                0.82524,                0.40519,                  1.542,                0.68048,                0.86651,              0.0002188,              0.0002188,              0.0002188
                    249,                 1.4615,                0.66329,                0.82285,                0.89258,                0.72917,                0.82585,                0.40597,                 1.5422,                 0.6804,                0.86678,              0.0001792,              0.0001792,              0.0001792
                    250,                 1.4789,                0.68448,                0.84088,                0.89179,                0.73034,                0.82667,                0.40589,                 1.5425,                0.68243,                0.86716,              0.0001396,              0.0001396,              0.0001396
